date_de_tirage;jour_de_la_semaine_de_tirage;jour_de_tirage;mois_de_tirage;annee_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus
2024-04-10;Mercredi;10;4;2024;18;1;33;9;39;2;1-9-18-33-39+2;0;3000000.0;3;59806.8;40;1094.8;370;425.7;1530;61.5;16170;20.9;21203;12.4;233889;4.4;292615;2.2;10;20000.0;Q 9343 4374, B 5139 4290, Q 2439 1738, U 6151 0090, S 5037 5273, I 0786 8350, S 1425 6034, C 7680 0727, L 0752 0533, I 2985 4586;4;30;31;32;46;4-30-31-32-46;1;122824.0;134;1131.5;6859;56.4;118676;3.0;9260235
2024-04-08;Lundi;8;4;2024;2;22;46;21;49;9;2-21-22-46-49+9;0;2000000.0;0;137698.4;27;6344.7;190;628.0;1145;63.2;10125;25.6;18119;11.1;166795;4.8;271759;2.2;10;20000.0;L 4899 3166, A 0615 9413, R 1327 6042, D 0547 0906, L 1809 3240, R 1234 8385, Q 2813 5938, P 6526 0598, G 6755 7281, N 2733 2394;2;9;12;44;46;2-9-12-44-46;0;101842.0;225;419.4;10112;24.1;134768;3.0;8094962
2024-04-06;Samedi;6;4;2024;27;2;36;43;6;5;2-6-27-36-43+5;1;3000000.0;2;115194.0;53;1060.9;409;494.6;2242;53.7;19276;22.5;35760;9.4;297534;4.5;538984;2.2;10;20000.0;N 1584 3295, R 8072 0182, S 5233 4289, N 4547 5877, C 2093 8715, Q 8661 2236, I 0317 8959, O 3878 6710, O 3582 3284, F 2301 6182;1;10;12;17;23;1-10-12-17-23;7;24862.0;741;169.3;24932;12.9;273123;3.0;7119362
2024-04-03;Mercredi;3;4;2024;26;46;5;12;36;4;5-12-26-36-46+4;0;2000000.0;2;85194.2;34;1223.1;376;397.8;1768;50.5;15977;20.1;24557;10.1;228782;4.3;333569;2.2;10;20000.0;S 0820 4407, G 2329 3468, M 8436 9142, C 4260 6486, C 5045 6847, D 6217 8454, G 4008 1600, Q 5077 0913, E 0162 5674, B 0755 6345;2;11;28;33;45;2-11-28-33-45;0;122526.0;304;403.3;10679;29.5;151997;3.0;8675469
2024-04-01;Lundi;1;4;2024;9;17;15;12;26;8;9-12-15-17-26+8;1;2000000.0;2;63675.7;67;463.9;620;180.5;2318;28.8;20583;11.6;24634;7.5;225682;3.2;245108;2.2;10;20000.0;H 8541 6302, G 7559 2526, S 8114 3201, M 4164 8507, B 9675 4074, O 4918 8287, C 2111 6000, Q 7872 0250, A 0161 8973, P 1711 1561;2;16;30;36;46;2-16-30-36-46;0;100000.0;120;912.2;5829;48.4;93145;3.0;8434228
2024-03-30;Samedi;30;3;2024;40;41;28;8;42;2;8-28-40-41-42+2;1;10000000.0;1;327905.6;48;1667.3;562;511.8;2381;72.1;23204;26.6;36689;13.0;361478;5.2;561798;2.2;10;20000.0;V 1587 2897, M 4235 8739, F 7268 7246, R 8439 1938, I 9791 4904, T 4174 0510, O 1489 0200, Q 2460 0642, R 9088 3517, V 6821 0526;12;21;29;31;44;12-21-29-31-44;4;250000.0;548;394.3;22346;24.8;297394;3.0;1003591
2024-03-27;Mercredi;27;3;2024;28;45;2;15;23;7;2-15-23-28-45+7;1;15000000.0;1;179691.7;86;509.9;459;342.3;3260;28.8;20698;16.3;44336;5.9;277779;3.7;567820;2.2;10;20000.0;P 3800 1222, F 6154 1477, Q 3580 8037, F 0246 2069, H 4744 8758, V 7752 8072, O 2183 5873, L 0029 1775, T 3061 2946, Q 1374 4696;5;6;11;20;48;5-6-11-20-48;0;143247.0;438;281.1;15965;19.9;200264;3.0;3936026
2024-03-25;Lundi;25;3;2024;37;1;22;26;31;5;1-22-26-31-37+5;0;14000000.0;2;81976.3;44;909.4;273;522.9;1814;47.3;15904;19.4;27016;8.9;218388;4.3;379594;2.2;10;20000.0;E 3147 4888, I 8009 9987, O 7243 4970, J 4827 7001, K 1946 8957, F 8743 5164, O 8026 5311, L 8164 8190, Q 9471 0717, P 1806 0177;5;24;31;37;39;5-24-31-37-39;1;119615.0;159;839.7;8419;41.1;130246;3.0;1691872
2024-03-23;Samedi;23;3;2024;47;49;20;34;32;1;20-32-34-47-49+1;0;13000000.0;1;307049.7;43;1742.8;437;614.3;1746;91.8;18598;31.0;26327;17.0;296570;6.0;433178;2.2;10;20000.0;P 5431 9980, I 2789 8317, N 2513 3283, K 3702 0729, L 6952 0868, P 0207 0956, T 0210 4880, V 8209 7982, E 4605 0122, I 9875 6341;2;16;17;26;28;2-16-17-26-28;2;97155.0;504;357.2;19311;23.8;258134;3.0;2014364
2024-03-20;Mercredi;20;3;2024;24;46;3;22;32;5;3-22-24-32-46+5;0;12000000.0;1;188960.6;42;1098.1;333;499.5;2007;49.1;16155;22.0;30528;9.0;245724;4.4;444613;2.2;10;20000.0;F 5915 0560, J 2719 9313, Q 2012 1132, T 8710 9425, M 8153 4603, S 9554 2348, V 3451 2134, V 5100 2790, M 0760 8526, D 2760 2244;4;12;21;37;41;4-12-21-37-41;3;45660.0;277;506.4;11248;32.0;165782;3.0;9160835
2024-03-18;Lundi;18;3;2024;36;48;30;20;40;8;20-30-36-40-48+8;0;11000000.0;4;43888.8;29;1477.5;283;544.1;1472;62.2;13133;25.2;21006;12.2;184063;5.5;355964;2.2;10;20000.0;B 2687 1524, J 4892 9472, N 3035 4289, Q 3790 5312, C 4759 7324, U 7533 3250, U 1457 8325, K 6878 1598, N 9970 1664, P 0783 7992;13;15;31;35;46;13-15-31-35-46;0;122550.0;197;663.5;9527;35.4;141241;3.0;6347416
2024-03-16;Samedi;16;3;2024;12;10;37;25;49;2;10-12-25-37-49+2;0;10000000.0;1;290651.5;60;1182.3;738;345.7;2905;52.4;29351;18.6;38719;11.0;396125;4.2;482216;2.2;10;20000.0;R 0958 7920, K 0979 7750, W 5957 8302, E 4707 7849, G 9910 8668, L 5348 2930, F 5072 6704, B 3673 5515, D 4040 2458, G 0861 9337;5;15;18;34;45;5-15-18-34-45;2;96967.0;313;642.2;16432;31.3;231956;3.0;4046205
2024-03-13;Mercredi;13;3;2024;5;29;4;10;13;1;4-5-10-13-29+1;0;9000000.0;4;53036.4;62;835.1;957;194.9;2481;44.8;32162;12.4;28172;11.0;349077;3.5;280586;2.2;10;20000.0;P 2247 7672, L 3601 9092, O 0156 7258, D 4522 1181, R 1605 0539, R 2338 4437, N 7254 5209, E 2861 2839, H 7263 1042, I 6081 5109;5;15;20;35;44;5-15-20-35-44;1;134976.0;239;583.0;12009;29.7;161959;3.0;9651105
2024-03-11;Lundi;11;3;2024;18;48;36;16;45;10;16-18-36-45-48+10;0;8000000.0;0;164638.2;13;15755.5;256;563.9;1175;73.3;12167;25.4;16210;14.9;173044;5.5;253808;2.2;10;20000.0;L 1455 8902, V 4266 7079, L 9581 6821, G 8471 5870, W 5924 6718, E 8194 2415, S 5163 6395, K 6018 5895, E 7071 8066, H 6468 6826;5;7;8;16;37;5-7-8-16-37;0;111302.0;241;388.4;11822;20.2;159515;3.0;6129230
2024-03-09;Samedi;9;3;2024;29;28;25;7;35;2;7-25-28-29-35+2;0;7000000.0;1;269553.5;45;1462.0;453;522.6;2327;60.6;24390;20.8;35065;11.2;367880;4.2;439546;2.2;10;20000.0;E 6896 4028, Q 9118 5597, P 7200 6432, V 6655 1590, I 4813 6255, K 4909 7852, R 2162 0965, C 2274 7632, S 4768 0056, G 9715 4570;17;27;38;48;49;17-27-38-48-49;3;60518.0;338;587.0;14250;35.7;205177;3.0;3315117
2024-03-06;Mercredi;6;3;2024;12;8;43;46;49;8;8-12-43-46-49+8;0;6000000.0;0;183913.8;40;5720.0;304;532.5;1733;55.7;14535;23.8;27119;9.9;226593;4.7;366199;2.2;10;20000.0;G 7612 2956, K 1901 1672, V 5259 0351, I 3097 0837, H 9727 1769, I 9274 2074, Q 6354 4879, D 6776 8359, H 2178 5934, L 7213 5008;3;35;37;43;47;3-35-37-43-47;1;130025.0;178;915.1;8145;51.2;122867;3.0;1489212
2024-03-04;Lundi;4;3;2024;25;8;18;27;37;8;8-18-25-27-37+8;0;5000000.0;1;150361.0;55;667.2;367;358.7;2058;38.1;15461;18.3;25468;8.6;211088;4.1;291967;2.2;10;20000.0;B 0974 5468, J 8103 4266, F 0868 7621, R 3261 5309, C 2031 5463, Q 3190 4949, R 7403 3625, A 9546 4466, R 0177 7099, E 9863 3846;9;11;22;26;46;9-11-22-26-46;0;108251.0;304;310.9;11516;21.0;151174;3.0;8427655
2024-03-02;Samedi;2;3;2024;20;13;27;26;17;4;13-17-20-26-27+4;0;4000000.0;4;62518.3;115;530.7;896;244.8;3814;34.3;33336;14.1;44475;8.2;402169;3.6;473116;2.2;10;20000.0;L 1798 9214, C 5762 3615, T 9282 4442, S 6891 3448, N 4856 5957, A 2467 9988, G 5572 2123, B 5583 6159, D 5475 1874, A 5994 8368;7;11;13;32;38;7-11-13-32-38;1;176077.0;368;404.2;18440;20.7;251240;3.0;3932856
2024-02-28;Mercredi;28;2;2024;2;38;46;27;43;3;2-27-38-43-46+3;0;3000000.0;1;168367.8;31;1325.6;280;525.6;1333;66.3;11698;27.1;21005;11.7;184908;5.2;363972;2.2;10;20000.0;W 5883 3391, H 7851 0498, A 2269 0820, B 8325 2012, V 7019 2446, C 3547 1734, U 4961 6406, U 2121 7964, B 4037 5702, J 0720 3256;8;24;29;33;39;8-24-29-33-39;0;122603.0;172;762.1;9381;35.7;142495;3.0;9852154
2024-02-26;Lundi;26;2;2024;7;45;30;8;20;10;7-8-20-30-45+10;0;2000000.0;0;143104.8;20;8901.6;293;428.5;1285;58.4;13785;19.6;17788;11.8;198785;4.1;212575;2.2;10;20000.0;G 5302 7609, P 0205 1474, S 6929 2067, T 7188 5716, F 0080 6182, C 3038 1734, L 6539 5849, D 5995 6949, I 8759 3015, F 9933 0198;7;13;16;25;31;7-13-16-25-31;1;100000.0;371;199.9;13549;14.0;149978;3.0;3117936
2024-02-24;Samedi;24;2;2024;14;45;37;22;25;3;14-22-25-37-45+3;1;3000000.0;2;115667.9;75;752.8;482;422.5;2393;50.7;20521;21.2;33836;10.0;291609;4.6;492131;2.2;10;20000.0;A 3690 7546, I 5641 9859, B 4219 1201, S 1723 6911, U 1703 5062, O 4794 4376, I 6720 9967, T 2038 2035, J 2973 2237, J 5755 9756;1;7;12;42;45;1-7-12-42-45;3;55942.0;383;389.9;16883;22.7;230465;3.0;6066226
2024-02-21;Mercredi;21;2;2024;42;22;9;33;45;3;9-22-33-42-45+3;0;2000000.0;3;54829.4;45;872.7;449;322.5;1896;45.4;15527;20.0;24641;9.7;211012;4.5;345363;2.2;10;20000.0;I 0562 8510, R 0175 5918, C 6291 9951, R 0001 6165, Q 3321 2259, E 9707 6148, D 0025 7474, P 6180 1743, I 6852 4389, M 7530 4242;8;18;27;30;34;8-18-27-30-34;1;118923.0;298;393.4;11343;26.5;149591;3.0;4666608
2024-02-19;Lundi;19;2;2024;35;23;16;42;8;2;8-16-23-35-42+2;1;12000000.0;3;58138.7;46;925.4;656;233.3;1624;55.9;15946;20.6;21698;11.7;218294;4.6;289902;2.2;10;20000.0;S 0637 6620, F 6074 5347, T 4212 6257, P 9958 1725, E 6754 1135, G 6481 9906, G 9992 6272, F 3154 8378, M 8824 8866, V 7787 9591;7;15;16;34;39;7-15-16-34-39;0;117930.0;159;776.1;8747;36.5;138441;3.0;5959532
2024-02-17;Samedi;17;2;2024;2;19;13;23;36;3;2-13-19-23-36+3;0;11000000.0;1;280348.8;102;664.3;733;335.3;3682;39.8;31686;16.6;50139;8.2;423236;3.8;582852;2.2;10;20000.0;K 4733 8486, J 3095 1116, H 3424 7981, O 3878 4339, L 0460 0358, V 7532 1382, T 6055 2801, M 4905 7715, W 5841 7841, Q 7126 3574;1;5;19;27;46;1-5-19-27-46;4;49347.0;534;337.8;21005;22.0;264909;3.0;4484036
2024-02-14;Mercredi;14;2;2024;28;15;3;46;36;2;3-15-28-36-46+2;0;10000000.0;3;98231.4;48;1467.9;510;502.7;2224;69.3;23486;23.6;34166;12.6;349048;4.8;510332;2.2;10;20000.0;I 3995 9577, M 2879 6053, A 8183 0312, S 8374 9152, L 4403 4135, R 0836 6077, W 5806 4287, I 5309 2693, I 3040 8694, T 8304 4046;18;32;36;47;48;18-32-36-47-48;1;410086.0;290;1701.4;13515;94.0;201704;6.0;9390631
2024-02-12;Lundi;12;2;2024;36;40;5;30;43;1;5-30-36-40-43+1;0;8000000.0;0;170806.5;16;13281.0;183;817.2;901;99.2;10370;31.0;14467;17.3;168356;5.8;238746;2.2;10;20000.0;W 5803 5323, P 8199 8448, M 5557 5086, T 4056 6352, D 0916 0177, H 6972 3240, M 7113 6787, L 4405 6421, T 2866 2259, I 1397 2062;9;11;35;45;46;9-11-35-45-46;0;112741.0;142;866.9;7978;39.5;128126;3.0;1993499
2024-02-10;Samedi;10;2;2024;44;15;37;34;40;8;15-34-37-40-44+8;0;7000000.0;0;258325.3;48;6695.3;411;551.9;2304;58.7;18293;26.6;31327;12.1;271988;5.5;531014;2.2;10;20000.0;G 9913 2439, H 9967 3028, R 2283 7418, V 2940 0133, J 8945 0274, B 0555 1914, H 4866 3317, F 6570 7969, P 1849 9582, T 8830 4546;12;19;37;38;46;12-19-37-38-46;1;183141.0;300;658.7;13889;36.8;208481;3.0;1703342
2024-02-07;Mercredi;7;2;2024;24;13;23;6;34;4;6-13-23-24-34+4;0;6000000.0;1;186502.7;42;1083.8;430;380.0;2290;42.7;20463;17.1;31125;8.7;280791;3.8;350417;2.2;10;20000.0;B 5530 8643, T 1916 6652, V 7580 4100, D 4040 5408, K 8643 7576, W 5772 3775, J 4590 6059, P 9440 5960, E 4759 3035, N 7858 0055;12;20;23;29;46;12-20-23-29-46;4;32248.0;271;450.7;12415;25.2;168653;3.0;1904067
2024-02-05;Lundi;5;2;2024;36;3;33;34;42;2;3-33-34-36-42+2;0;5000000.0;0;155186.7;26;7425.5;182;750.6;941;86.5;10025;29.1;15095;15.0;158979;5.6;261450;2.2;10;20000.0;E 1068 9406, P 9284 7407, D 7019 6140, G 0801 7364, M 0725 3509, E 3739 5338, T 6987 1331, Q 1507 9082, E 9027 7170, T 0462 2400;6;15;19;37;47;6-15-19-37-47;1;107901.0;176;638.3;8552;33.6;129164;3.0;4315150
2024-02-03;Samedi;3;2;2024;42;4;23;15;12;1;4-12-15-23-42+1;0;4000000.0;1;272323.0;72;923.1;966;247.9;2334;61.3;32586;15.7;31633;12.6;396521;3.9;374558;2.2;10;20000.0;C 0856 4479, K 8793 1926, U 0648 2006, L 6463 2106, O 8192 3345, C 3716 6817, L 3218 1922, P 0680 5548, J 8026 1352, C 9803 1264;9;11;24;30;33;9-11-24-30-33;1;177154.0;535;281.5;20119;19.2;251748;3.0;1842322
2024-01-31;Mercredi;31;1;2024;34;2;13;15;31;8;2-13-15-31-34+8;0;3000000.0;1;171081.8;29;1439.8;332;453.6;1786;50.0;15757;20.4;26376;9.5;234266;4.2;345665;2.2;10;20000.0;S 2286 5141, D 2702 8254, R 0193 9240, D 7426 8401, A 9271 8265, E 6532 5973, W 5757 3170, M 0443 8070, A 4425 3298, F 2374 5471;8;10;29;30;32;8-10-29-30-32;2;60916.0;226;518.0;11295;26.7;155924;3.0;6284897
2024-01-29;Lundi;29;1;2024;27;26;8;9;15;4;8-9-15-26-27+4;0;2000000.0;1;134510.9;50;656.6;457;257.4;1880;37.5;16952;14.9;24625;8.0;219200;3.5;250967;2.2;10;20000.0;P 8700 2737, N 8182 2482, T 6206 3874, U 4403 9700, B 8763 2821, P 6533 0366, D 9704 9345, E 4387 3482, N 5476 3549, I 2396 8208;5;7;24;28;49;5-7-24-28-49;1;100000.0;299;256.5;11504;17.2;144433;3.0;5557696
2024-01-27;Samedi;27;1;2024;47;2;14;33;30;5;2-14-30-33-47+5;1;6000000.0;2;120688.4;59;998.5;448;473.2;2431;52.1;20003;22.7;37653;9.4;299868;4.6;568255;2.2;10;20000.0;J 8066 1258, M 2857 9759, A 9750 6056, J 9447 8606, C 6775 1818, S 1546 2299, O 1137 7765, U 2352 8195, E 8356 5577, Q 6697 7690;11;24;29;30;33;11-24-29-30-33;1;178367.0;366;455.9;16591;25.8;234620;3.0;8499730
2024-01-24;Mercredi;24;1;2024;25;9;34;31;32;5;9-25-31-32-34+5;0;5000000.0;1;161269.0;31;1269.7;243;579.4;1693;49.9;12691;23.9;27156;8.7;197962;4.7;413612;2.2;10;20000.0;F 5401 1946, R 4833 4451, A 0154 6960, R 8068 2631, K 1767 2389, B 7548 6148, S 2753 5976, U 1970 6610, G 0835 8329, K 5277 2707;19;23;25;46;47;19-23-25-46-47;0;122265.0;161;821.7;8955;37.8;140341;3.0;511306
2024-01-22;Lundi;22;1;2024;32;29;37;20;5;9;5-20-29-32-37+9;0;4000000.0;0;144766.5;14;12864.3;193;656.9;1211;62.6;10923;25.0;19075;11.1;174519;4.8;282394;2.2;10;20000.0;U 5770 3420, E 7104 7643, V 0046 0454, E 0464 5049, S 6038 1194, C 5142 5981, R 3198 7385, U 6390 1988, D 5747 3818, G 4034 9033;2;9;10;21;31;2-9-10-21-31;1;104181.0;275;326.8;11972;19.2;146777;3.0;7037771
2024-01-20;Samedi;20;1;2024;19;41;42;43;45;2;19-41-42-43-45+2;0;3000000.0;0;250302.4;57;5463.0;588;374.1;1647;79.7;16824;28.0;24488;15.0;250523;5.8;414588;2.2;10;20000.0;R 5772 1260, M 1989 2818, R 6947 3365, C 4037 1233, D 9692 1855, A 0332 2288, C 7950 2921, T 2032 3779, A 1342 5057, N 6585 7495;11;23;24;25;32;11-23-24-25-32;0;169724.0;293;547.2;15721;26.1;221944;3.0;1015584
2024-01-17;Mercredi;17;1;2024;29;8;37;22;39;10;8-22-29-37-39+10;0;2000000.0;5;35707.5;27;1613.9;419;375.1;1354;69.0;14878;22.6;18737;13.9;212552;4.8;275079;2.2;10;20000.0;S 3916 5862, J 5789 5218, W 5709 3969, W 5711 6146, I 4037 0133, S 5390 3969, C 2153 3816, R 5394 1409, K 1301 5175, U 3700 8770;13;23;33;37;42;13-23-33-37-42;2;59248.0;246;497.6;10987;28.6;142265;3.0;7719024
2024-01-15;Lundi;15;1;2024;11;7;15;23;19;4;7-11-15-19-23+4;1;20000000.0;9;22232.5;123;397.0;1110;158.2;3802;27.4;34649;10.9;40190;7.3;358464;3.2;375912;2.2;10;20000.0;L 4330 5701, J 8938 0914, C 7536 6834, O 6965 8822, P 7517 1699, R 3033 5380, F 0024 8644, B 4763 7419, J 5739 9978, A 1279 1077;2;3;16;24;44;2-3-16-24-44;0;133196.0;285;456.8;11576;28.8;169400;3.0;7019491
2024-01-13;Samedi;13;1;2024;12;15;21;29;48;6;12-15-21-29-48+6;0;19000000.0;2;152316.7;92;808.1;845;316.9;3360;47.4;32468;17.7;43978;10.1;426833;4.1;532524;2.2;10;20000.0;O 0146 5842, C 6932 4948, F 5558 1773, I 3511 4192, H 5486 2377, N 4694 8886, B 4503 9534, C 4223 8398, I 9051 5833, N 6957 3500;7;27;29;42;43;7-27-29-42-43;1;202986.0;387;520.2;17765;29.1;253738;3.0;4230316
2024-01-10;Mercredi;10;1;2024;12;28;32;45;38;9;12-28-32-38-45+9;0;18000000.0;1;214011.9;40;1305.8;373;499.7;1980;56.6;17987;22.4;28287;11.0;258904;4.7;413311;2.2;10;20000.0;I 5738 8576, U 4225 8105, F 9062 6326, E 3689 2985, L 8463 0465, P 9301 8621, E 7877 1890, E 8544 2390, H 2475 8347, P 0507 4381;9;32;43;44;46;9-32-43-44-46;0;145303.0;167;1045.7;9300;48.5;143382;3.0;5647527
2024-01-08;Lundi;8;1;2024;6;48;11;49;46;2;6-11-46-48-49+2;0;17000000.0;3;64685.0;35;1353.2;328;517.6;1488;68.3;15250;24.0;21691;13.1;227919;4.9;318537;2.2;10;20000.0;W 5643 8248, R 7120 9078, I 6659 6940, B 6837 2607, L 9730 6470, Q 3496 1979, H 5684 1384, R 7228 0823, E 1708 3745, H 1421 5783;11;15;19;24;32;11-15-19-24-32;2;63531.0;338;334.5;13150;22.2;173645;3.0;5352504
2024-01-06;Samedi;6;1;2024;49;19;22;40;45;2;19-22-40-45-49+2;0;16000000.0;1;314534.9;50;1476.3;513;538.7;2289;71.9;24200;24.5;35497;12.9;365991;4.9;522962;2.2;10;20000.0;I 6150 8866, C 6886 3309, N 2760 1916, V 0287 0404, W 5631 9472, F 2991 6569, A 7555 7211, S 9528 0986, B 2222 5470, L 0000 8003;5;20;30;33;41;5-20-30-33-41;1;205739.0;331;659.0;15821;35.4;239557;3.0;1591675
2024-01-03;Mercredi;3;1;2024;36;1;45;9;14;3;1-9-14-36-45+3;0;15000000.0;4;54668.4;58;920.2;488;393.6;2339;49.1;19447;21.2;33011;9.7;284603;4.4;460913;2.2;10;20000.0;J 0419 5687, I 6792 1749, V 6564 0971, J 0887 2203, C 5775 4245, F 4516 0926, N 6233 6514, A 7931 6340, D 4536 1334, C 7527 4927;18;22;34;36;42;18-22-34-36-42;2;75004.0;298;570.9;12050;36.3;162233;3.0;4137965
2024-01-01;Lundi;1;1;2024;4;41;16;13;6;10;4-6-13-16-41+10;0;14000000.0;4;37258.8;27;1347.2;355;368.5;1401;55.8;16059;17.5;18364;11.9;210782;4.1;224337;2.2;10;20000.0;Q 7177 4820, V 0610 8883, U 2115 6694, N 3082 9495, L 5568 4666, A 2684 3253, P 0649 1795, W 5584 5406, N 1229 1518, J 8767 0466;1;33;34;35;47;1-33-34-35-47;3;33334.0;100;1199.8;4838;64.1;81601;3.0;3793490
2023-12-30;Samedi;30;12;2023;36;12;7;11;38;6;7-11-12-36-38+6;0;4000000.0;2;125503.6;47;1303.5;484;456.5;2529;52.0;24799;19.0;37362;9.8;376710;3.8;437017;2.2;10;20000.0;B 3693 4196, K 1096 5762, T 4788 6141, H 4034 4188, I 6749 1444, P 9435 4220, B 5237 5684, P 1785 3094, V 6453 3750, A 6658 9278;6;17;24;28;31;6-17-24-28-31;5;34503.0;525;293.0;19875;19.9;235866;3.0;2715569
2023-12-27;Mercredi;27;12;2023;16;41;26;28;13;8;13-16-26-28-41+8;0;3000000.0;3;55835.4;44;929.1;411;357.9;1925;45.6;17253;18.3;27043;9.0;235925;4.1;333503;2.2;10;20000.0;V 5567 9469, Q 2843 5771, C 4640 5572, K 0667 9349, H 4708 8471, R 1667 2421, O 9161 7361, P 1175 0566, C 5719 4730, P 0332 4342;1;26;35;39;43;1-26-35-39-43;0;119723.0;147;990.1;7049;53.8;114855;3.0;1270275
2023-12-25;Lundi;25;12;2023;9;32;7;47;1;1;1-7-9-32-47+1;0;2000000.0;0;123955.1;21;7343.3;197;551.1;1007;64.4;11541;20.2;14094;12.9;164697;4.3;162183;2.2;10;20000.0;H 3208 7638, Q 0278 1588, K 7311 3704, T 2625 0063, Q 8341 7159, L 2525 6096, G 2037 4633, V 0529 5254, K 0317 1049, O 6917 9974;1;17;25;31;32;1-17-25-31-32;1;100000.0;132;633.0;6327;34.0;93358;3.0;9333569
2023-12-23;Samedi;23;12;2023;39;28;26;5;29;10;5-26-28-29-39+10;0;5000000.0;2;134504.6;48;1367.8;410;576.1;2039;69.2;22373;22.6;30930;12.7;340448;4.5;419528;2.2;10;20000.0;F 9793 8686, J 6172 5050, U 6419 5869, B 7928 9963, M 9296 5346, F 9595 7716, S 1997 7100, N 5931 1566, V 0480 3693, E 2264 6373;9;23;30;33;37;9-23-30-33-37;0;179009.0;320;581.0;14399;33.2;213160;3.0;4475069
2023-12-20;Mercredi;20;12;2023;2;3;29;30;31;10;2-3-29-30-31+10;0;4000000.0;1;182460.4;23;1936.2;298;535.4;1377;69.4;14628;23.5;20807;12.8;230849;4.5;274597;2.2;10;20000.0;R 7347 6185, M 6280 9109, C 4287 7426, P 8084 4391, C 9459 3482, S 6401 4941, A 1768 7108, R 5414 9912, P 6987 9609, S 2522 0154;2;9;26;45;47;2-9-26-45-47;1;121230.0;210;618.2;9283;35.8;140706;3.0;6634207
2023-12-18;Lundi;18;12;2023;30;3;15;41;16;9;3-15-16-30-41+9;0;3000000.0;1;138973.9;26;1304.6;268;454.8;1359;53.7;12068;21.7;19482;10.4;181057;4.4;270739;2.2;10;20000.0;C 3822 8623, S 3362 4475, S 9477 4097, E 4396 0098, G 3196 3425, N 5054 2438, R 7725 1661, S 5270 3820, I 0583 3241, H 9376 8375;2;17;31;35;39;2-17-31-35-39;0;101782.0;146;816.3;6679;45.7;106104;3.0;2492894
2023-12-16;Samedi;16;12;2023;1;15;12;30;44;1;1-12-15-30-44+1;0;2000000.0;1;258798.6;55;1148.4;594;381.6;2298;58.9;26251;18.6;30477;12.4;354679;4.2;349531;2.2;10;20000.0;K 0051 4508, J 1137 9891, J 5654 5019, U 2971 5786, D 1841 7792, J 1627 2621, S 7401 5988, Q 7365 5146, C 7682 6283, C 4351 7820;5;16;17;37;42;5-16-17-37-42;2;84606.0;268;656.1;13116;34.3;202856;3.0;1245589
2023-12-13;Mercredi;13;12;2023;4;19;22;18;7;10;4-7-18-19-22+10;1;2000000.0;3;62088.5;65;699.4;863;189.7;2264;43.1;27863;12.6;26231;10.4;313701;3.4;269805;2.2;10;20000.0;H 8483 2959, J 3536 7262, D 4775 7028, G 0826 0360, F 2857 1422, B 0892 2870, A 7211 3094, U 5191 6091, S 2618 4763, C 4813 5329;5;8;26;40;48;5-8-26-40-48;0;123435.0;181;709.1;9732;33.9;146967;3.0;3238384
2023-12-11;Lundi;11;12;2023;25;48;16;12;49;10;12-16-25-48-49+10;1;2000000.0;4;37413.6;28;1304.5;315;416.9;1226;64.0;13483;20.9;17655;12.4;193681;4.4;220614;2.2;10;20000.0;O 0704 1421, L 6783 4800, H 5583 6252, C 7342 1000, R 4767 4895, T 4396 7735, P 4927 8888, U 7091 2792, E 5869 9706, H 3976 9205;13;15;21;23;47;13-15-21-23-47;0;103058.0;208;442.0;10228;23.0;141577;3.0;4631260
2023-12-09;Samedi;9;12;2023;40;34;36;28;15;10;15-28-34-36-40+10;1;6000000.0;2;139073.2;64;1060.7;460;530.0;1888;77.2;19467;26.9;27837;14.6;286341;5.6;440474;2.2;10;20000.0;K 7045 9383, S 6371 3131, K 5101 6235, B 4963 6122, K 8000 8218, P 4927 8630, G 0421 7001, L 1502 4986, U 6638 2641, C 6895 1531;11;13;15;20;36;11-13-15-20-36;0;186509.0;441;379.0;18721;22.9;254500;3.0;9188713
